filename,environment,object_area_ratio,fg_bg_color_distance,contrast_score,blur_score,edge_complexity,hard_positive_score,selected
image1000.jpg,non_snow,0.10203750,65.92196655,67.13253784,25117.87900586,9.58487473,0.60927359,False
image1001.jpg,non_snow,0.13337313,39.79943085,41.26431274,825.46695073,4.84785403,0.75570426,False
image1002.jpg,non_snow,0.20852863,32.73680496,32.54356384,3242.56522587,7.72206573,0.74774052,False
image1003.jpg,snow,0.09196395,20.23596382,17.60353088,512.44577284,7.68222805,0.85974001,False
image1004.jpg,snow,0.14152388,4.77442360,0.06886292,1112.40258542,7.65028010,0.88644419,False
image1005.jpg,snow,0.16323034,16.28100395,14.97831726,1314.78566473,6.01557153,0.82516083,False
image1006.jpg,snow,0.19228230,7.34231710,7.59805298,676.15010278,4.66351003,0.83431893,False
image1007.jpg,snow,0.07601826,24.91332054,23.50038147,1234.17770477,7.15660099,0.84517862,False
image1008.jpg,non_snow,0.44839410,70.22432709,68.57481384,1734.38207457,8.67951254,0.52124540,False
image501.jpg,non_snow,0.21742229,66.45959473,58.55776978,901.16206690,5.96464205,0.64634068,False
image502.jpg,non_snow,0.27835215,15.95786095,14.02854919,328.89440593,7.00302475,0.77948841,False
image503.jpg,non_snow,0.20025326,1.00474811,0.66463470,725.00988445,6.97918710,0.86223898,False
image504.jpg,non_snow,0.10579821,26.85175323,24.65170288,1361.60026342,8.93144913,0.83301471,False
image505.jpg,non_snow,0.18980370,23.59608650,21.75277328,2053.87811260,7.18490816,0.79145972,False
image506.jpg,non_snow,0.08974896,24.12657356,22.79994202,250.21064378,4.92981335,0.83483688,False
image507.jpg,non_snow,0.07224810,50.51860428,46.59224701,849.38432401,6.24621074,0.76469415,False
image508.jpg,non_snow,0.11376595,9.82903004,7.74528503,1688.60851633,8.63264614,0.88176320,False
image509.jpg,non_snow,0.21435730,3.97687101,3.36817169,1595.43532846,6.17251259,0.83889995,False
image510.jpg,non_snow,0.13854417,3.86678457,3.74294281,922.76534018,6.95888864,0.88177487,False
image511.jpg,non_snow,0.04975136,3.14269590,2.89173889,8632.68838261,6.30377983,0.89341051,True
image512.jpg,non_snow,0.13502579,27.72906303,24.66427994,1717.18857915,8.37299305,0.81321428,False
image513.jpg,non_snow,0.09331379,58.59151840,54.24144745,2182.46844988,5.30171816,0.71906949,False
image514.jpg,non_snow,0.09016212,7.71974134,3.37555695,2740.89951263,9.38874511,0.90261485,True
image515.jpg,non_snow,0.11347799,5.28003073,4.37064362,691.92442729,10.70107526,0.90839806,True
image516.jpg,non_snow,0.08978358,29.86029053,27.70072937,3855.40257580,4.54397842,0.80101172,False
image517.jpg,non_snow,0.36405284,16.32681084,14.17461395,459.19926020,6.13367863,0.73238792,False
image518.jpg,non_snow,0.16498330,10.37549782,9.27152252,990.98403320,7.37664253,0.85072885,False
image519.jpg,snow,0.10769052,28.19844627,27.44824219,1376.95710393,6.37692739,0.81396044,False
image520.jpg,non_snow,0.10191914,24.82397842,22.45001984,1474.95108155,5.22016609,0.82452316,False
image521.jpg,non_snow,0.13884751,22.42895889,19.48285675,682.94199801,6.50199106,0.82417616,False
image522.jpg,non_snow,0.03022372,8.32643509,7.13487244,1879.89448561,12.67458708,0.94357256,True
image523.jpg,non_snow,0.13504217,8.74395370,6.77987671,11354.64222486,7.85714608,0.83210722,False
image524.jpg,non_snow,0.19876398,2.54873419,2.33120728,506.96567142,4.98316518,0.84960769,False
image525.jpg,non_snow,0.41916811,10.08505726,9.65123749,389.95110089,5.84692740,0.72233330,False
image526.jpg,non_snow,0.14474446,14.29282761,12.21528625,331.33428160,8.82812700,0.85848956,False
image527.jpg,non_snow,0.20842643,1.91777205,0.44874573,142.41617868,6.37488335,0.85656185,False
image528.jpg,non_snow,0.10760999,32.69414139,25.48350525,160.89676542,5.01001567,0.80756514,False
image529.jpg,non_snow,0.30273389,10.74480057,6.35459137,863.84235848,6.28689653,0.78280001,False
image530.jpg,non_snow,0.42268107,19.92307663,17.41063690,11186.01448319,7.37819741,0.65481755,False
image531.jpg,non_snow,0.16243664,30.89088821,28.45379639,1628.04384762,7.25754990,0.78394647,False
image532.jpg,non_snow,0.22121480,10.69172192,7.04339600,2467.36609461,6.55199928,0.81631815,False
image533.jpg,non_snow,0.08819939,28.20413971,26.58349991,3120.23383847,7.74960378,0.82386713,False
image534.jpg,non_snow,0.15096228,9.23592281,1.77101135,14656.51832568,4.88733592,0.80401060,False
image535.jpg,non_snow,0.09252718,21.51097107,19.94284058,6773.85355709,13.38647316,0.85419612,False
image536.jpg,non_snow,0.16386326,19.49099350,18.76845551,9484.25685886,10.02585974,0.79859866,False
image537.jpg,non_snow,0.25123350,8.47384167,7.99816132,4052.09319400,5.99936144,0.79534702,False
image538.jpg,non_snow,0.31441032,5.96903229,5.89817810,12880.89793764,7.68197560,0.74398859,False
image539.jpg,non_snow,0.15650633,13.01096535,7.29193115,9154.88082204,5.52549070,0.81160909,False
image540.jpg,non_snow,0.22622100,35.20508575,31.31583405,517.85274801,5.22688166,0.73624222,False
image541.jpg,non_snow,0.18489511,17.64843941,14.16997910,1097.09720772,8.89744273,0.82725408,False
image542.jpg,non_snow,0.21171733,31.18926239,14.40064240,1454.45938514,8.99764804,0.78858106,False
image543.jpg,non_snow,0.20481539,5.65644979,3.21068573,722.96614665,7.43967156,0.85003513,False
image544.jpg,non_snow,0.16214892,17.66988373,16.39752197,510.44768336,9.59437949,0.84056136,False
image545.jpg,non_snow,0.09101724,16.07414246,9.37401199,1087.97424199,7.44845888,0.87634328,False
image546.jpg,non_snow,0.31412905,18.92144585,16.84647369,1639.84731047,8.76205751,0.75525610,False
image547.jpg,non_snow,0.03066044,16.68202400,16.73862457,5938.39097317,6.41288687,0.86954137,False
image548.jpg,non_snow,0.10290586,36.17507172,35.72227478,9256.47349368,9.00744287,0.76985173,False
image549.jpg,non_snow,0.23037809,4.57645464,0.49292755,1624.64896121,6.80155988,0.83696194,False
image550.jpg,non_snow,0.21905431,13.93263912,13.72860718,6475.49326320,9.83791659,0.80038957,False
image551.jpg,non_snow,0.10807726,1.66567791,0.94589233,2382.14091973,4.41852020,0.88727029,True
image552.jpg,non_snow,0.32294234,5.19706535,2.14449310,2954.05698607,6.49184208,0.78153316,False
image553.jpg,non_snow,0.07364865,14.08627796,15.19155121,3362.77964200,7.07108281,0.86891958,False
image554.jpg,non_snow,0.16189511,18.02398300,14.51826477,522.05835506,6.18921083,0.82735770,False
image555.jpg,non_snow,0.18866875,21.57507133,17.67615509,1900.59983181,6.11942520,0.79741575,False
image556.jpg,non_snow,0.44981728,7.39674234,4.27921295,3790.66173546,5.91568751,0.70663504,False
image557.jpg,non_snow,0.10941667,90.62467194,88.31041336,699.11329584,12.01219477,0.64019754,False
image558.jpg,non_snow,0.13087336,28.77659035,28.10891724,3361.50505748,5.71423786,0.78962390,False
image559.jpg,non_snow,0.07682044,21.49948502,21.41424561,2991.60286520,15.21529781,0.88330040,True
image560.jpg,non_snow,0.18466758,0.84729391,1.13240814,2414.68065498,7.26958185,0.86390214,False
image561.jpg,non_snow,0.10306448,7.39388275,6.47054291,2566.61577801,6.40722486,0.87959149,False
image562.jpg,non_snow,0.13036782,30.16448784,29.11441803,1345.35446519,5.71069166,0.79405582,False
image563.jpg,non_snow,0.08883291,23.24538612,22.17029572,736.61058405,4.63604453,0.83448786,False
image564.jpg,non_snow,0.28836654,6.00755072,5.13433838,7413.77041464,5.98466250,0.77219271,False
image565.jpg,non_snow,0.28858198,6.11702538,1.46545410,1526.58341548,6.43742471,0.80315947,False
image566.jpg,non_snow,0.13489877,19.80066681,19.79108429,3503.66551709,5.97589269,0.81655767,False
image567.jpg,non_snow,0.07271786,54.58138657,49.28359222,1819.83709073,4.16101075,0.73987471,False
image568.jpg,non_snow,0.01741464,30.98496819,30.17176819,13829.55530288,7.17694633,0.80216095,False
image569.jpg,non_snow,0.02106481,38.09681702,34.86045074,3734.96438780,9.77209723,0.83337231,False
image570.jpg,non_snow,0.20248414,10.95363998,11.11718750,1691.00884638,10.20874228,0.83868535,False
image601.jpg,non_snow,0.11230225,18.25068474,16.85191345,10127.99687059,7.57952480,0.81508858,False
image602.jpg,non_snow,0.22332275,36.38201523,33.39785767,5329.37225413,6.33576099,0.71802392,False
image603.jpg,non_snow,0.09249268,24.18473434,10.57040405,5185.15507590,7.94736874,0.84499879,False
image604.jpg,non_snow,0.22753906,9.95555496,3.07225800,6344.93254125,6.98090475,0.80661882,False
image605.jpg,non_snow,0.44392643,9.51308537,8.52429199,4478.02501134,5.09371381,0.69298512,False
image606.jpg,non_snow,0.22043132,41.29774857,36.51752090,2898.45548692,11.56970062,0.73956406,False
image607.jpg,non_snow,0.36136406,23.34595108,17.56052399,666.02160364,12.56724467,0.74441395,False
image608.jpg,non_snow,0.25018555,17.35808182,10.09358978,4403.23644117,6.55084414,0.77793352,False
image609.jpg,non_snow,0.31639160,118.00227356,107.92473221,8504.12250318,6.08238060,0.40306691,False
image610.jpg,non_snow,0.05619385,3.31341243,2.43808746,22658.62777441,6.41974676,0.83435999,False
image611.jpg,non_snow,0.04947998,72.26785278,58.88018799,5080.76832815,5.94227485,0.70027665,False
image612.jpg,non_snow,0.21859619,73.92419434,70.34007263,326.06576875,6.47313931,0.61973702,False
image613.jpg,non_snow,0.22837402,18.82532692,5.99231720,579.03728261,5.39495884,0.80220577,False
image614.jpg,non_snow,0.03862793,39.28900528,35.75476837,11121.67931850,10.02080440,0.79257882,False
image615.jpg,non_snow,0.09973389,8.03892040,3.62651825,3768.71729156,12.01702554,0.90473615,True
image616.jpg,non_snow,0.23341493,46.94442368,47.74772644,6431.06663224,6.16650494,0.66790053,False
image617.jpg,non_snow,0.32017822,23.24355698,18.80675125,8014.69234111,6.69225635,0.70651092,False
image618.jpg,non_snow,0.16760742,18.74748802,16.93235779,2591.51114540,6.87332415,0.81445088,False
image619.jpg,non_snow,0.22687744,34.69422150,31.65012360,1218.29725946,5.35628088,0.73409662,False
image620.jpg,non_snow,0.04476318,55.54895782,48.59519958,1125.14082647,6.71107354,0.76712084,False
image621.jpg,non_snow,0.13836182,28.81513977,27.46417999,16170.85253925,5.30655518,0.73313858,False
image622.jpg,non_snow,0.09852539,20.67633629,17.93885803,11826.56852268,6.08692803,0.80223158,False
image623.jpg,non_snow,0.31493652,4.00578594,0.84550476,5446.38094971,8.28436543,0.78749083,False
image624.jpg,non_snow,0.31199707,6.14808083,1.81800079,970.53826880,6.70713284,0.79464716,False
image625.jpg,non_snow,0.16927323,14.76485348,12.04997253,1859.56003203,6.86948651,0.83088484,False
image626.jpg,non_snow,0.49146246,18.17823219,16.02149200,138.81829911,6.78896137,0.66853046,False
image627.jpg,non_snow,0.38882303,52.51337433,50.38861847,11250.39202038,5.83418248,0.55729167,False
